Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
01.06.2020 08:45;01.06.2020 09:00;10.360,25;10.710,25;350,00;4.458,50
01.06.2020 09:00;01.06.2020 09:15;10.556,75;10.689,50;132,75;4.152,25
01.06.2020 09:15;01.06.2020 09:30;10.743,25;10.874,75;131,50;3.809,25
01.06.2020 09:30;01.06.2020 09:45;10.868,75;10.983,25;114,50;3.397,25
01.06.2020 09:45;01.06.2020 10:00;11.019,50;11.262,50;243,00;3.144,50
01.06.2020 10:00;01.06.2020 10:15;11.024,25;11.139,50;115,25;2.723,50
01.06.2020 10:15;01.06.2020 10:30;11.105,25;11.370,50;265,25;2.398,25
01.06.2020 10:30;01.06.2020 10:45;11.350,25;11.784,50;434,25;2.234,25
01.06.2020 10:45;01.06.2020 11:00;11.565,50;12.079,25;513,75;2.061,75
01.06.2020 11:00;01.06.2020 11:15;11.782,25;12.329,00;546,75;1.947,50
01.06.2020 11:15;01.06.2020 11:30;11.917,25;12.505,50;588,25;1.855,00
01.06.2020 11:30;01.06.2020 11:45;12.047,75;12.660,75;613,00;1.795,00
01.06.2020 11:45;01.06.2020 12:00;12.066,00;12.722,75;656,75;1.617,25
01.06.2020 12:00;01.06.2020 12:15;12.041,50;12.645,00;603,50;1.418,50
01.06.2020 12:15;01.06.2020 12:30;11.941,00;12.601,00;660,00;1.171,50
01.06.2020 12:30;01.06.2020 12:45;11.834,00;12.523,75;689,75;990,00
01.06.2020 12:45;01.06.2020 13:00;11.644,75;12.469,25;824,50;804,00
01.06.2020 13:00;01.06.2020 13:15;11.512,00;12.449,25;937,25;804,75
01.06.2020 13:15;01.06.2020 13:30;11.423,00;12.316,75;893,75;925,00
01.06.2020 13:30;01.06.2020 13:45;11.309,75;12.218,00;908,25;945,50
01.06.2020 13:45;01.06.2020 14:00;11.147,00;12.080,50;933,50;883,25
01.06.2020 14:00;01.06.2020 14:15;11.101,75;11.954,75;853,00;1.003,00
01.06.2020 14:15;01.06.2020 14:30;11.002,75;11.790,00;787,25;1.112,00
01.06.2020 14:30;01.06.2020 14:45;10.929,50;11.710,75;781,25;1.079,00
01.06.2020 14:45;01.06.2020 15:00;10.847,00;11.648,00;801,00;1.105,00
01.06.2020 15:00;01.06.2020 15:15;10.860,00;11.684,75;824,75;1.159,25
01.06.2020 15:15;01.06.2020 15:30;10.834,75;11.630,00;795,25;1.180,25
01.06.2020 15:30;01.06.2020 15:45;10.772,50;11.583,50;811,00;1.219,75
01.06.2020 15:45;01.06.2020 16:00;10.767,00;11.481,00;714,00;1.267,75
01.06.2020 16:00;01.06.2020 16:15;10.771,50;11.285,75;514,25;1.488,00
01.06.2020 16:15;01.06.2020 16:30;10.706,75;11.118,75;412,00;1.767,75
01.06.2020 16:30;01.06.2020 16:45;10.695,50;11.107,75;412,25;2.072,25
01.06.2020 16:45;01.06.2020 17:00;10.803,50;11.176,25;372,75;2.603,50
01.06.2020 17:00;01.06.2020 17:15;10.822,50;11.260,50;438,00;3.060,50
01.06.2020 17:15;01.06.2020 17:30;10.890,75;11.159,50;268,75;3.549,25
01.06.2020 17:30;01.06.2020 17:45;10.946,00;11.065,00;119,00;4.165,00
01.06.2020 17:45;01.06.2020 18:00;11.096,75;11.183,25;86,50;4.792,75
01.06.2020 18:00;01.06.2020 18:15;11.240,25;11.575,25;335,00;5.416,25
01.06.2020 18:15;01.06.2020 18:30;11.241,00;11.508,75;267,75;5.902,25
01.06.2020 18:30;01.06.2020 18:45;11.338,00;11.540,25;202,25;6.467,50
01.06.2020 18:45;01.06.2020 19:00;11.399,50;11.693,00;293,50;6.962,00
01.06.2020 19:00;01.06.2020 19:15;11.398,25;11.721,50;323,25;7.450,25
01.06.2020 19:15;01.06.2020 19:30;11.320,50;11.605,75;285,25;7.739,50
01.06.2020 19:30;01.06.2020 19:45;11.294,50;11.597,75;303,25;8.025,50
01.06.2020 19:45;01.06.2020 20:00;11.291,50;11.626,00;334,50;8.268,25
01.06.2020 20:00;01.06.2020 20:15;11.309,50;11.573,75;264,25;8.462,50
01.06.2020 20:15;01.06.2020 20:30;11.219,75;11.498,25;278,50;8.498,75
01.06.2020 20:30;01.06.2020 20:45;11.162,75;11.437,00;274,25;8.554,25
01.06.2020 20:45;01.06.2020 21:00;11.056,00;11.293,00;237,00;8.501,50
01.06.2020 21:00;01.06.2020 21:15;11.038,25;11.239,25;201,00;8.426,50
01.06.2020 21:15;01.06.2020 21:30;10.964,50;11.139,75;175,25;8.220,50
01.06.2020 21:30;01.06.2020 21:45;11.057,00;11.235,25;178,25;8.140,50
01.06.2020 21:45;01.06.2020 22:00;11.202,25;11.396,50;194,25;8.125,25
01.06.2020 22:00;01.06.2020 22:15;11.281,25;11.465,25;184,00;8.100,25
01.06.2020 22:15;01.06.2020 22:30;11.177,50;11.394,50;217,00;7.873,50
01.06.2020 22:30;01.06.2020 22:45;10.935,75;11.273,25;337,50;7.545,25
01.06.2020 22:45;01.06.2020 23:00;10.803,75;11.213,00;409,25;7.375,50
01.06.2020 23:00;01.06.2020 23:15;10.540,75;10.621,75;81,00;7.142,50
01.06.2020 23:15;01.06.2020 23:30;10.263,00;10.344,25;81,25;6.929,25
01.06.2020 23:30;01.06.2020 23:45;10.066,25;10.160,00;93,75;6.777,75
01.06.2020 23:45;02.06.2020 00:00;9.918,75;10.085,25;166,50;6.689,00
02.06.2020 00:00;02.06.2020 00:15;9.708,00;9.840,00;132,00;6.534,00
02.06.2020 00:15;02.06.2020 00:30;9.582,50;9.790,50;208,00;6.503,50
02.06.2020 00:30;02.06.2020 00:45;9.527,75;9.909,25;381,50;6.570,50
02.06.2020 00:45;02.06.2020 01:00;9.338,75;9.728,50;389,75;6.523,00
02.06.2020 01:00;02.06.2020 01:15;9.293,50;9.612,00;318,50;6.557,75
02.06.2020 01:15;02.06.2020 01:30;9.204,50;9.549,25;344,75;6.549,50
02.06.2020 01:30;02.06.2020 01:45;9.131,75;9.487,75;356,00;6.557,50
02.06.2020 01:45;02.06.2020 02:00;9.081,50;9.463,00;381,50;6.585,75
02.06.2020 02:00;02.06.2020 02:15;9.038,50;9.410,25;371,75;6.610,50
02.06.2020 02:15;02.06.2020 02:30;9.014,00;9.412,25;398,25;6.629,75
02.06.2020 02:30;02.06.2020 02:45;8.977,50;9.384,50;407,00;6.650,25
02.06.2020 02:45;02.06.2020 03:00;8.953,75;9.367,25;413,50;6.677,25
02.06.2020 03:00;02.06.2020 03:15;8.991,00;9.430,25;439,25;6.756,75
02.06.2020 03:15;02.06.2020 03:30;9.015,25;9.528,75;513,50;6.824,25
02.06.2020 03:30;02.06.2020 03:45;9.059,25;9.586,25;527,00;6.937,75
02.06.2020 03:45;02.06.2020 04:00;9.088,50;9.612,75;524,25;7.031,75
02.06.2020 04:00;02.06.2020 04:15;9.223,50;9.842,75;619,25;7.219,50
02.06.2020 04:15;02.06.2020 04:30;9.297,00;9.858,25;561,25;7.349,00
02.06.2020 04:30;02.06.2020 04:45;9.321,25;9.806,75;485,50;7.402,50
02.06.2020 04:45;02.06.2020 05:00;9.483,25;9.831,25;348,00;7.590,75
02.06.2020 05:00;02.06.2020 05:15;9.828,25;10.152,50;324,25;7.958,25
02.06.2020 05:15;02.06.2020 05:30;10.020,00;10.369,75;349,75;8.132,00
02.06.2020 05:30;02.06.2020 05:45;10.323,25;10.610,25;287,00;8.443,00
02.06.2020 05:45;02.06.2020 06:00;10.719,25;10.852,75;133,50;8.845,25
02.06.2020 06:00;02.06.2020 06:15;11.572,75;12.068,25;495,50;9.615,25
02.06.2020 06:15;02.06.2020 06:30;12.020,25;12.321,50;301,25;9.966,25
02.06.2020 06:30;02.06.2020 06:45;12.460,25;12.752,00;291,75;10.246,25
02.06.2020 06:45;02.06.2020 07:00;12.794,25;13.092,50;298,25;10.412,75
02.06.2020 07:00;02.06.2020 07:15;13.312,25;13.775,25;463,00;10.788,50
02.06.2020 07:15;02.06.2020 07:30;13.640,50;14.138,75;498,25;10.902,00
02.06.2020 07:30;02.06.2020 07:45;13.940,75;14.468,00;527,25;10.986,25
02.06.2020 07:45;02.06.2020 08:00;14.245,00;14.789,00;544,00;11.002,50
02.06.2020 08:00;02.06.2020 08:15;14.539,75;14.983,75;444,00;10.958,75
02.06.2020 08:15;02.06.2020 08:30;14.692,50;15.121,50;429,00;10.739,50
02.06.2020 08:30;02.06.2020 08:45;14.873,75;15.299,50;425,75;10.522,50
02.06.2020 08:45;02.06.2020 09:00;14.966,00;15.367,75;401,75;10.213,50
02.06.2020 09:00;02.06.2020 09:15;14.998,50;15.177,00;178,50;9.844,00
02.06.2020 09:15;02.06.2020 09:30;15.101,50;15.245,75;144,25;9.567,00
02.06.2020 09:30;02.06.2020 09:45;15.257,50;15.394,50;137,00;9.355,25
02.06.2020 09:45;02.06.2020 10:00;15.327,25;15.438,50;111,25;9.068,00
02.06.2020 10:00;02.06.2020 10:15;15.356,25;15.433,75;77,50;8.764,00
02.06.2020 10:15;02.06.2020 10:30;15.443,50;15.503,75;60,25;8.525,75
02.06.2020 10:30;02.06.2020 10:45;15.601,75;15.664,50;62,75;8.412,00
02.06.2020 10:45;02.06.2020 11:00;15.725,75;15.874,50;148,75;8.276,25
02.06.2020 11:00;02.06.2020 11:15;15.763,00;15.800,25;37,25;8.063,25
02.06.2020 11:15;02.06.2020 11:30;15.838,50;15.883,50;45,00;7.894,25
02.06.2020 11:30;02.06.2020 11:45;15.916,00;15.982,75;66,75;7.790,75
02.06.2020 11:45;02.06.2020 12:00;15.979,25;16.052,25;73,00;7.688,75
02.06.2020 12:00;02.06.2020 12:15;15.903,00;15.926,75;23,75;7.460,75
02.06.2020 12:15;02.06.2020 12:30;15.839,75;15.898,25;58,50;7.298,25
02.06.2020 12:30;02.06.2020 12:45;15.814,25;15.860,00;45,75;7.222,50
02.06.2020 12:45;02.06.2020 13:00;15.813,75;15.853,00;39,25;7.212,25
02.06.2020 13:00;02.06.2020 13:15;15.858,50;15.952,75;94,25;7.287,00
02.06.2020 13:15;02.06.2020 13:30;15.705,25;15.812,75;107,50;7.292,75
02.06.2020 13:30;02.06.2020 13:45;15.527,75;15.620,25;92,50;7.212,75
02.06.2020 13:45;02.06.2020 14:00;15.455,75;15.655,75;200,00;7.233,75
02.06.2020 14:00;02.06.2020 14:15;15.314,50;15.471,75;157,25;7.204,00
02.06.2020 14:15;02.06.2020 14:30;15.300,25;15.449,50;149,25;7.147,50
02.06.2020 14:30;02.06.2020 14:45;15.212,50;15.367,00;154,50;7.193,75
02.06.2020 14:45;02.06.2020 15:00;15.051,25;15.182,25;131,00;7.195,00
02.06.2020 15:00;02.06.2020 15:15;15.008,50;15.292,00;283,50;7.325,50
02.06.2020 15:15;02.06.2020 15:30;14.952,00;15.252,50;300,50;7.529,25
02.06.2020 15:30;02.06.2020 15:45;14.862,50;15.106,25;243,75;7.635,75
02.06.2020 15:45;02.06.2020 16:00;14.763,50;14.953,25;189,75;7.760,50
02.06.2020 16:00;02.06.2020 16:15;14.659,00;14.887,50;228,50;7.929,25
02.06.2020 16:15;02.06.2020 16:30;14.560,25;14.704,25;144,00;8.088,50
02.06.2020 16:30;02.06.2020 16:45;14.436,00;14.521,00;85,00;8.308,25
02.06.2020 16:45;02.06.2020 17:00;14.436,25;14.474,75;38,50;8.643,75
02.06.2020 17:00;02.06.2020 17:15;14.443,50;14.704,50;261,00;9.013,25
02.06.2020 17:15;02.06.2020 17:30;14.417,50;14.667,00;249,50;9.399,50
02.06.2020 17:30;02.06.2020 17:45;14.417,00;14.638,75;221,75;9.798,00
02.06.2020 17:45;02.06.2020 18:00;14.464,00;14.697,00;233,00;10.232,75
02.06.2020 18:00;02.06.2020 18:15;14.527,00;15.097,25;570,25;10.705,75
02.06.2020 18:15;02.06.2020 18:30;14.454,50;15.184,00;729,50;11.045,75
02.06.2020 18:30;02.06.2020 18:45;14.408,75;15.093,25;684,50;11.381,75
02.06.2020 18:45;02.06.2020 19:00;14.405,50;15.111,25;705,75;11.709,00
02.06.2020 19:00;02.06.2020 19:15;14.347,25;15.078,00;730,75;12.019,75
02.06.2020 19:15;02.06.2020 19:30;14.200,25;14.911,75;711,50;12.202,25
02.06.2020 19:30;02.06.2020 19:45;14.109,75;14.813,75;704,00;12.379,25
02.06.2020 19:45;02.06.2020 20:00;13.984,25;14.687,00;702,75;12.508,50
02.06.2020 20:00;02.06.2020 20:15;13.853,25;14.551,75;698,50;12.579,75
02.06.2020 20:15;02.06.2020 20:30;13.693,00;14.388,75;695,75;12.581,00
02.06.2020 20:30;02.06.2020 20:45;13.514,75;14.200,00;685,25;12.522,00
02.06.2020 20:45;02.06.2020 21:00;13.305,50;13.972,25;666,75;12.394,00
02.06.2020 21:00;02.06.2020 21:15;13.211,25;13.861,75;650,50;12.297,75
02.06.2020 21:15;02.06.2020 21:30;13.081,00;13.718,75;637,75;12.150,25
02.06.2020 21:30;02.06.2020 21:45;13.053,25;13.699,75;646,50;12.119,00
02.06.2020 21:45;02.06.2020 22:00;13.001,00;13.640,00;639,00;12.054,00
02.06.2020 22:00;02.06.2020 22:15;12.847,75;13.232,25;384,50;11.894,25
02.06.2020 22:15;02.06.2020 22:30;12.706,50;13.096,50;390,00;11.740,00
02.06.2020 22:30;02.06.2020 22:45;12.454,00;12.839,25;385,25;11.477,50
02.06.2020 22:45;02.06.2020 23:00;12.200,75;12.551,50;350,75;11.208,25
02.06.2020 23:00;02.06.2020 23:15;11.898,00;11.998,00;100,00;10.868,00
02.06.2020 23:15;02.06.2020 23:30;11.675,25;11.756,00;80,75;10.587,50
02.06.2020 23:30;02.06.2020 23:45;11.448,75;11.636,50;187,75;10.305,50
02.06.2020 23:45;03.06.2020 00:00;11.245,75;11.558,75;313,00;10.070,25
03.06.2020 00:00;03.06.2020 00:15;10.914,00;11.194,50;280,50;9.736,00
03.06.2020 00:15;03.06.2020 00:30;10.758,25;11.086,00;327,75;9.561,75
03.06.2020 00:30;03.06.2020 00:45;10.613,50;11.079,75;466,25;9.415,00
03.06.2020 00:45;03.06.2020 01:00;10.511,75;11.005,50;493,75;9.319,25
03.06.2020 01:00;03.06.2020 01:15;10.389,50;10.790,75;401,25;9.190,25
03.06.2020 01:15;03.06.2020 01:30;10.319,50;10.769,75;450,25;9.136,50
03.06.2020 01:30;03.06.2020 01:45;10.190,50;10.746,50;556,00;9.025,75
03.06.2020 01:45;03.06.2020 02:00;10.222,00;10.865,00;643,00;9.084,25
03.06.2020 02:00;03.06.2020 02:15;10.121,25;10.787,75;666,50;9.013,25
03.06.2020 02:15;03.06.2020 02:30;10.085,50;10.787,25;701,75;9.009,50
03.06.2020 02:30;03.06.2020 02:45;10.050,25;10.759,25;709,00;8.983,25
03.06.2020 02:45;03.06.2020 03:00;10.046,25;10.724,50;678,25;8.992,25
03.06.2020 03:00;03.06.2020 03:15;10.094,50;10.681,25;586,75;9.041,25
03.06.2020 03:15;03.06.2020 03:30;10.094,75;10.654,00;559,25;9.054,50
03.06.2020 03:30;03.06.2020 03:45;10.082,75;10.643,50;560,75;9.050,00
03.06.2020 03:45;03.06.2020 04:00;10.118,50;10.681,25;562,75;9.077,50
03.06.2020 04:00;03.06.2020 04:15;10.173,25;10.744,25;571,00;9.122,75
03.06.2020 04:15;03.06.2020 04:30;10.203,75;10.755,00;551,25;9.127,25
03.06.2020 04:30;03.06.2020 04:45;10.262,75;10.763,50;500,75;9.165,75
03.06.2020 04:45;03.06.2020 05:00;10.354,00;10.814,00;460,00;9.230,00
03.06.2020 05:00;03.06.2020 05:15;10.549,25;11.029,00;479,75;9.354,00
03.06.2020 05:15;03.06.2020 05:30;10.726,25;11.243,75;517,50;9.426,75
03.06.2020 05:30;03.06.2020 05:45;10.925,00;11.390,50;465,50;9.525,75
03.06.2020 05:45;03.06.2020 06:00;11.252,75;11.613,25;360,50;9.742,25
03.06.2020 06:00;03.06.2020 06:15;11.978,50;12.234,25;255,75;10.335,00
03.06.2020 06:15;03.06.2020 06:30;12.434,25;12.719,00;284,75;10.629,50
03.06.2020 06:30;03.06.2020 06:45;12.779,00;13.061,50;282,50;10.798,75
03.06.2020 06:45;03.06.2020 07:00;13.119,75;13.477,00;357,25;10.902,25
03.06.2020 07:00;03.06.2020 07:15;13.602,25;14.104,50;502,25;11.136,25
03.06.2020 07:15;03.06.2020 07:30;13.854,00;14.353,25;499,25;11.106,00
03.06.2020 07:30;03.06.2020 07:45;14.163,25;14.663,75;500,50;11.113,75
03.06.2020 07:45;03.06.2020 08:00;14.460,25;14.951,25;491,00;11.117,75
03.06.2020 08:00;03.06.2020 08:15;14.732,25;15.172,75;440,50;11.066,25
03.06.2020 08:15;03.06.2020 08:30;14.981,00;15.425,25;444,25;10.962,50
03.06.2020 08:30;03.06.2020 08:45;15.060,25;15.508,25;448,00;10.654,50
03.06.2020 08:45;03.06.2020 09:00;15.240,25;15.777,25;537,00;10.469,50
03.06.2020 09:00;03.06.2020 09:15;15.082,75;15.279,00;196,25;9.949,50
03.06.2020 09:15;03.06.2020 09:30;15.196,50;15.408,00;211,50;9.703,25
03.06.2020 09:30;03.06.2020 09:45;15.309,50;15.499,00;189,50;9.488,00
03.06.2020 09:45;03.06.2020 10:00;15.433,25;15.646,25;213,00;9.278,25
03.06.2020 10:00;03.06.2020 10:15;15.448,75;15.663,25;214,50;8.975,25
03.06.2020 10:15;03.06.2020 10:30;15.539,25;15.941,25;402,00;8.771,50
03.06.2020 10:30;03.06.2020 10:45;15.651,50;16.093,75;442,25;8.611,00
03.06.2020 10:45;03.06.2020 11:00;15.782,50;16.248,00;465,50;8.527,50
03.06.2020 11:00;03.06.2020 11:15;15.781,25;16.022,25;241,00;8.315,25
03.06.2020 11:15;03.06.2020 11:30;15.842,50;16.087,25;244,75;8.126,25
03.06.2020 11:30;03.06.2020 11:45;15.966,00;16.181,00;215,00;7.996,75
03.06.2020 11:45;03.06.2020 12:00;16.100,75;16.319,00;218,25;7.958,75
03.06.2020 12:00;03.06.2020 12:15;15.978,25;16.155,00;176,75;7.743,00
03.06.2020 12:15;03.06.2020 12:30;15.976,75;16.158,50;181,75;7.652,50
03.06.2020 12:30;03.06.2020 12:45;15.937,50;16.121,00;183,50;7.582,25
03.06.2020 12:45;03.06.2020 13:00;15.969,00;16.156,50;187,50;7.616,75
03.06.2020 13:00;03.06.2020 13:15;15.970,50;16.038,50;68,00;7.656,50
03.06.2020 13:15;03.06.2020 13:30;15.842,75;15.857,75;15,00;7.625,75
03.06.2020 13:30;03.06.2020 13:45;15.691,50;15.709,75;18,25;7.558,00
03.06.2020 13:45;03.06.2020 14:00;15.532,75;15.570,00;37,25;7.513,75
03.06.2020 14:00;03.06.2020 14:15;15.415,25;15.472,25;57,00;7.417,75
03.06.2020 14:15;03.06.2020 14:30;15.339,00;15.402,50;63,50;7.418,75
03.06.2020 14:30;03.06.2020 14:45;15.310,75;15.375,25;64,50;7.477,00
03.06.2020 14:45;03.06.2020 15:00;15.263,50;15.306,25;42,75;7.474,50
03.06.2020 15:00;03.06.2020 15:15;15.256,00;15.594,00;338,00;7.616,75
03.06.2020 15:15;03.06.2020 15:30;15.167,25;15.548,25;381,00;7.653,75
03.06.2020 15:30;03.06.2020 15:45;15.160,75;15.548,00;387,25;7.815,50
03.06.2020 15:45;03.06.2020 16:00;15.091,50;15.468,25;376,75;7.858,75
03.06.2020 16:00;03.06.2020 16:15;15.053,00;15.679,75;626,75;7.872,25
03.06.2020 16:15;03.06.2020 16:30;14.954,00;15.487,50;533,50;7.869,50
03.06.2020 16:30;03.06.2020 16:45;14.902,50;15.408,25;505,75;7.999,50
03.06.2020 16:45;03.06.2020 17:00;14.831,75;15.286,00;454,25;8.039,50
03.06.2020 17:00;03.06.2020 17:15;14.871,50;15.284,75;413,25;8.223,75
03.06.2020 17:15;03.06.2020 17:30;14.940,75;15.287,50;346,75;8.432,50
03.06.2020 17:30;03.06.2020 17:45;14.954,25;15.359,25;405,00;8.742,00
03.06.2020 17:45;03.06.2020 18:00;14.978,25;15.265,00;286,75;9.222,75
03.06.2020 18:00;03.06.2020 18:15;14.898,00;15.562,75;664,75;9.510,00
03.06.2020 18:15;03.06.2020 18:30;14.807,75;15.481,75;674,00;9.785,50
03.06.2020 18:30;03.06.2020 18:45;14.736,25;15.414,00;677,75;10.092,50
03.06.2020 18:45;03.06.2020 19:00;14.784,50;15.462,00;677,50;10.563,00
03.06.2020 19:00;03.06.2020 19:15;14.697,25;15.379,25;682,00;10.755,00
03.06.2020 19:15;03.06.2020 19:30;14.604,00;15.292,75;688,75;10.908,00
03.06.2020 19:30;03.06.2020 19:45;14.475,50;15.155,00;679,50;10.955,00
03.06.2020 19:45;03.06.2020 20:00;14.396,25;15.069,75;673,50;11.014,50
03.06.2020 20:00;03.06.2020 20:15;14.184,25;14.732,25;548,00;10.899,50
03.06.2020 20:15;03.06.2020 20:30;13.991,75;14.560,00;568,25;10.825,75
03.06.2020 20:30;03.06.2020 20:45;13.758,50;14.327,75;569,25;10.721,25
03.06.2020 20:45;03.06.2020 21:00;13.586,00;14.155,25;569,25;10.788,25
03.06.2020 21:00;03.06.2020 21:15;13.410,50;14.021,75;611,25;10.853,75
03.06.2020 21:15;03.06.2020 21:30;13.308,75;13.923,50;614,75;10.785,75
03.06.2020 21:30;03.06.2020 21:45;13.219,25;13.782,00;562,75;10.721,50
03.06.2020 21:45;03.06.2020 22:00;13.156,25;13.661,25;505,00;10.699,75
03.06.2020 22:00;03.06.2020 22:15;13.120,75;13.367,25;246,50;10.698,75
03.06.2020 22:15;03.06.2020 22:30;12.907,75;13.155,50;247,75;10.491,25
03.06.2020 22:30;03.06.2020 22:45;12.620,50;12.823,75;203,25;10.254,75
03.06.2020 22:45;03.06.2020 23:00;12.334,25;12.533,25;199,00;9.976,00
03.06.2020 23:00;03.06.2020 23:15;12.097,50;12.154,75;57,25;9.695,50
03.06.2020 23:15;03.06.2020 23:30;11.812,75;11.985,75;173,00;9.423,00
03.06.2020 23:30;03.06.2020 23:45;11.551,25;11.709,75;158,50;9.136,50
03.06.2020 23:45;04.06.2020 00:00;11.392,25;11.561,25;169,00;9.016,00
04.06.2020 00:00;04.06.2020 00:15;11.066,50;11.358,00;291,50;8.789,50
04.06.2020 00:15;04.06.2020 00:30;10.950,50;11.139,25;188,75;8.728,75
04.06.2020 00:30;04.06.2020 00:45;10.800,50;11.057,00;256,50;8.571,25
04.06.2020 00:45;04.06.2020 01:00;10.751,50;11.037,00;285,50;8.497,00
04.06.2020 01:00;04.06.2020 01:15;10.632,75;10.826,25;193,50;8.415,25
04.06.2020 01:15;04.06.2020 01:30;10.542,50;10.764,00;221,50;8.354,25
04.06.2020 01:30;04.06.2020 01:45;10.473,25;10.716,25;243,00;8.287,50
04.06.2020 01:45;04.06.2020 02:00;10.418,50;10.738,50;320,00;8.229,25
04.06.2020 02:00;04.06.2020 02:15;10.392,75;10.739,00;346,25;8.249,75
04.06.2020 02:15;04.06.2020 02:30;10.344,75;10.713,75;369,00;8.240,00
04.06.2020 02:30;04.06.2020 02:45;10.335,25;10.698,75;363,50;8.324,00
04.06.2020 02:45;04.06.2020 03:00;10.315,75;10.717,25;401,50;8.363,75
04.06.2020 03:00;04.06.2020 03:15;10.306,25;10.605,75;299,50;8.393,50
04.06.2020 03:15;04.06.2020 03:30;10.269,75;10.663,75;394,00;8.404,75
04.06.2020 03:30;04.06.2020 03:45;10.322,50;10.713,75;391,25;8.501,50
04.06.2020 03:45;04.06.2020 04:00;10.386,25;10.803,50;417,25;8.613,00
04.06.2020 04:00;04.06.2020 04:15;10.481,75;10.925,00;443,25;8.735,00
04.06.2020 04:15;04.06.2020 04:30;10.543,50;10.978,25;434,75;8.808,75
04.06.2020 04:30;04.06.2020 04:45;10.593,25;10.979,50;386,25;8.828,75
04.06.2020 04:45;04.06.2020 05:00;10.718,50;11.095,50;377,00;8.921,25
04.06.2020 05:00;04.06.2020 05:15;10.985,25;11.389,25;404,00;9.205,00
04.06.2020 05:15;04.06.2020 05:30;11.101,00;11.484,75;383,75;9.258,00
04.06.2020 05:30;04.06.2020 05:45;11.246,50;11.506,00;259,50;9.349,75
04.06.2020 05:45;04.06.2020 06:00;11.604,25;11.807,50;203,25;9.671,25
04.06.2020 06:00;04.06.2020 06:15;12.398,00;12.503,25;105,25;10.430,75
